(-260.13605163002256,-121.85976805930898,-109.49526568756716)
(-350.2563049559632,-169.97512869247313,-340.13133411229387)
(-312.3907061795835,-128.42619746498025,-223.71303738139446)
(-126.47706499692248,-207.84296237827104,-362.5275412348356)
(-178.71092296243097,-256.2879668903989,-166.76888049121257)
(-213.01589503250088,-190.82503856195115,-206.62472177506058)
(-124.92029824038218,-145.5165994017989,-134.9125441752343)
(-384.10819230659047,-359.4315679031058,-200.87844024740016)
(-270.40587863744526,-362.54926260827517,-361.908461455014)
(-176.124357340503,-384.2913032469383,-121.69699242266995)
(-132.59971717785965,-168.51235070029531,-254.90240419877108)
(-233.8792767230806,-135.22066098260672,-322.39357446755713)
(-264.1708066050353,-318.1121480504562,-316.6829359935947)
(-117.93439311017585,-399.3640689150283,-313.46179489237176)
(-359.32527589031974,-152.0553853177603,-222.88456379444284)
(-368.05765725098416,-303.23726506977766,-228.13249348647022)
(-288.40350205798353,-204.1754442155191,-327.92128444868905)
(-180.1044396817288,-232.46057205413058,-361.2356646937023)
(-217.847586265428,-255.63510645467397,-106.6724514396924)
(-355.39633829728524,-164.4230819916222,-157.89089555169588)
(-267.86231838686115,-333.65768693716336,-293.5166327402629)
(-129.31045216722964,-181.74774345167563,-186.04231579541087)
(-107.96178205360047,-298.46765269072876,-179.30578556041667)
(-254.4658774798196,-134.39274637336376,-121.75880979057365)
(-274.57172801773817,-376.3714688959478,-184.3598758671828)
(-195.18102194252003,-395.4219894440066,-121.06517233550647)
(-185.91829929227495,-399.91112673256026,-316.8417642676029)
(-291.96058582480657,-148.78644498224327,-281.7431579484615)
(-335.2845427815612,-357.61708003173794,-177.73090465760424)
(-280.697335324024,-332.99326598109246,-265.53944227142455)
(-110.04985332767927,-142.27451499314225,-302.5718284986956)
(-245.19584762694166,-293.89934469465584,-133.8975536929184)
(-199.6708737486478,-148.60659033798171,-377.7349954076714)
(-164.05464250636064,-301.38325759553703,-110.1578357041887)
(-285.32639681025375,-128.53949348536088,-119.83220829393247)
(-121.00251528608658,-194.64210492355878,-392.9695287051494)
(-201.47920140537127,-364.5249074524238,-335.40040781596144)
(-110.45536478592436,-221.8788186865079,-103.86589112013064)
(-324.2341715530027,-243.8938601415461,-223.96408886536494)
(-284.4325244461656,-239.22779932357795,-338.8615229211806)
(-310.4588355834172,-325.6487674079351,-335.05003032604094)
(-251.49643014456774,-344.6821850644417,-234.94338765053604)
(-259.0284724034685,-343.07419873647774,-122.83579842562989)
(-134.11639387292695,-186.29005326035443,-394.20696367456065)
(-127.84567315026129,-210.77746106462197,-365.5260918487621)
(-261.72452806955044,-369.968271431194,-145.5075173861915)
(-395.0316034874626,-213.33267845960324,-128.66440660289874)
(-344.7590093517343,-181.4154208588198,-281.08621087232757)
(-281.69475518234856,-189.28096705109698,-372.78117930444637)
(-193.56285215985773,-247.99710321465255,-290.0315871171288)
(-373.2385773265522,-292.37902684315327,-157.66838166819875)
(-382.12419492956576,-125.32035268982514,-208.349664191905)
(-214.29319852609905,-287.34163568671477,-183.252362493477)
(-318.16157143664077,-307.93598200597904,-331.1496571621208)
(-269.05247204493475,-326.9035841866824,-117.34523476083109)
(-374.94160054235414,-369.11862449376093,-389.17642797475594)
(-250.30603475201954,-361.45479882289686,-325.3071869172369)
(-234.79164477249034,-338.6210096921679,-103.91319185142487)
(-113.49973849170732,-272.26103502334234,-162.8999926887729)
(-216.47135572702672,-262.30988699170575,-322.37680605270305)
(253.48907830865144,251.71078900750513,89.70487753625885)
(128.66730039156215,164.56183789223965,228.74000810711118)
(87.8105170127979,156.45284217022493,258.1652649289034)
(139.94774100143852,252.40386509671038,31.664926203986496)
(26.366555025978716,234.24137173669067,101.35754891152433)
(152.26151181476968,225.735464771052,237.63109846260903)
(260.3156715541538,144.93442285313841,186.13505577108958)
(166.97148643202252,178.01104943326803,74.00201035696189)
(220.6051931679904,288.99771360502126,233.64703161961805)
(10.326091982838157,106.93596032504011,9.864955211085926)
(192.39254189044624,157.13612419694888,205.03290554254824)
(23.912411456174617,246.37221687771975,226.10940495647668)
(136.58713459450456,274.0421317645765,186.27253181372626)
(261.1781409923761,147.88091090286812,18.92825847566147)
(227.83051034270335,268.31259731763464,162.78266343871036)
(113.25350837259941,257.02318593298105,284.96404848446423)
(241.11554829871588,148.30756922084345,148.73420001401365)
(260.942046323859,276.619595350403,257.57596924798787)
(82.03801012849894,256.24776440537494,77.66998312474941)
(169.39820314148702,267.01274564021264,271.78827871564096)
(228.76262091275382,298.38028926667704,300.1695287287514)
(30.95631919618273,234.53292296983844,139.00970470655267)
(80.16905210683392,116.77587413215666,256.73511312157217)
(98.83950585560261,220.48551564213656,117.68606688456636)
(148.17646412785024,238.68373802690468,124.07345207661777)
(22.064001447203463,218.07466724227456,129.49760006417216)
(249.89475951537992,101.27196022539954,90.68644247561058)
(264.0034790657493,298.37136493709113,160.35494986975544)
(59.341489799106,118.66815719964838,48.44299638312555)
(244.51195424023126,80.20845273833554,11.336320167702912)
(212.9302772938059,163.11734498745165,211.21796050392084)
(298.68234213437944,51.3299000537845,183.378464370222)
(72.57296591386215,64.65461054916727,202.00187077884038)
(86.68142281056541,274.1875395546618,273.2559560980794)
(225.94781527654283,144.29901738514297,137.21267075135233)
(152.32879420878749,223.02509715398554,171.41307217839037)
(153.5314181174628,238.49487642372273,241.49308132472612)
(254.33809078437258,298.73542196067876,145.03761732029977)
(253.2459435011045,119.42391766747762,51.63109115038775)
(34.30854962739079,186.95072298803746,212.36214651763646)
(101.7660623335263,112.18982711741441,153.57973008895772)
(196.52436641301085,14.815216743359297,6.251106162981764)
(145.5032736317494,159.5199287680415,138.92037362280664)
(143.50193790017482,54.391627643363066,218.376646536657)
(108.23898374216073,208.05943308103173,18.664446764499726)
(50.620024897277354,31.024443545042903,115.62663194304835)
(286.1212747346043,81.05488842178859,260.5343181916935)
(269.40795458516396,165.68863382212209,20.237752567660646)
(65.94273290644344,260.9762431045789,253.92721116307945)
(153.46932362453654,99.21913018275048,221.64951726628342)
(188.05673155980986,98.63335644252152,232.62815937144313)
(160.13594698447446,245.77692059473551,225.36153828770642)
(76.10401012935387,241.56197526692426,187.08934179616307)
(115.81362905997895,94.25740338256549,175.51110318533645)
(4.658303730646515,294.82788948538786,140.18454242154712)
(57.36995513298379,168.98793884903017,105.31888321598372)
(9.56479984550332,88.10333091503264,10.838296770413866)
(233.578090886659,116.75751765107827,40.561384392127074)
(269.8549285475838,89.56736578280398,72.73802781614586)
(8.559868890284575,57.344485607867476,259.38597524809984)
(6.749464771461023,62.26825688822102,33.49321434416455)
(9.839181584192218,140.48892816407857,280.89068191835884)
(11.095419305623807,6.439527585883297,0.4955713405001413)
(94.23126152095267,167.036228049703,37.23165354180063)
(176.16271302965285,182.49789875680463,202.3554710443538)
(79.54715841253599,75.45749169863328,288.61766892812403)
(40.70911023762232,71.16826172070122,215.99883201303425)
(115.41209969374586,164.4400375556828,120.40723239727166)
(25.618104503301613,152.2121229434009,226.27178479067865)
(16.293089731202176,240.90681946319435,18.88000480929887)
(239.8467570377182,131.39801694334324,243.54173517107495)
(117.74984574087104,179.94483017024385,95.832918872192)
(11.370331739636587,52.698016324506206,109.23865542123961)
(138.59487990346074,39.337902405118705,161.41170839083452)
(213.86880890537176,233.7588962305784,202.3427683361881)
(43.936244490223544,113.95488977242313,273.97196147759075)
(289.0170213826123,123.75082150879133,119.39791975653127)
(21.32987451218304,230.24760724778156,284.947535458469)
(180.97497851651156,120.99518763880383,122.97630443231223)
(145.57007753842655,124.77869011696635,256.84946419252157)
(279.44690004992896,24.805930995067435,264.5121895109274)
(156.06381649211616,15.604096668514831,6.520220858690736)
(12.0145439524449,199.718718595474,60.79105034393611)
(4.56919733521226,273.66195995386676,66.50738715461561)
(234.2409793592273,142.43799162963947,118.96700096697718)
(106.11667862613058,154.1133143096863,111.00995844414001)
(239.78105279624265,239.09522892244604,235.98590764892438)
(269.69379622276733,201.99428174439709,26.890587877204293)
(122.78215374691601,154.70986242043853,47.52331691514092)
(146.26551020155566,161.0856638333285,48.068569009612716)
(35.67809025176047,70.48801156316934,4.674819795942215)
(114.66142170754684,235.70774001828502,74.53083022667296)
(228.89588159346852,268.92920883300104,283.4394314315699)
(185.01269467038998,120.1854390041246,179.772002946088)
(31.444641354049327,72.76745638977812,238.6519739668234)
(120.72222578058147,141.0941208949174,297.7364039905219)
(233.1308251879136,89.9144882734813,294.1957582326349)
(6.345181048412284,248.53822270543083,5.05510941463532)
(69.6488825671751,220.64856475657865,78.66738967488129)
(63.41920724783507,158.69399942633146,163.30483559897377)
(670.7932608806532,587.8848858809544,649.8887294229468)
(409.8759208505718,436.5823307657165,655.1515557992049)
(419.89870243159436,528.0405096919611,606.8403073025951)
(493.58350288037906,615.556494007788,437.0540943382355)
(601.5724637874567,679.5699843623333,500.41207122799665)
(434.1935470136833,517.6804272237342,514.8994852569218)
(480.17516575878705,505.98318583737864,490.3739241583078)
(507.40870207258877,570.0326920676529,656.7152152555382)
(497.03701866840424,461.08540375320166,635.8140027396281)
(433.1493923934893,496.85606671070286,507.87985318583674)
(442.37183308429667,593.3052495249908,693.9898908053042)
(580.7107589134718,489.34896491361684,672.9446341132748)
(562.4428004208268,590.5394251415944,647.7082974259978)
(571.6831690619767,602.0871852850432,635.9297172816041)
(489.0184836654084,439.6663792791167,634.4746436666348)
(583.2117139515716,649.5077397795536,459.3994835377474)
(419.1734419237779,406.2232906611888,632.3251707605374)
(485.6294685720171,637.3748400807083,445.6166220313205)
(475.2820074264382,668.1437807474969,434.4220215303294)
(559.885483047476,460.5843356828816,612.9721976473834)
(465.7327192018593,498.59449081273533,570.7145076459585)
(483.75668414417487,494.31026126445556,498.7728816244576)
(503.6700827360142,432.98850130110065,583.6676846016994)
(419.0729159372324,480.2272321268691,467.4028671331812)
(470.5255955072855,693.0873352959286,698.7597514452134)
(524.0683975521209,579.0870159327093,642.170074685244)
(644.415321343983,698.6118995259936,621.040885316735)
(543.2111410782042,412.1275052854559,612.5786671938824)
(621.700860846148,556.0791906092126,543.0248511413984)
(552.1442633282827,509.8473397047656,639.8642943609686)
(554.2878076032911,506.2658351931718,614.907605468966)
(592.6285057993612,634.3996998100063,658.8893020474421)
(644.0832067731899,610.1034139870383,528.0396099415432)
(555.0134093051183,635.9129612634383,642.6614642412932)
(567.5732608780178,552.2522859539799,527.5465843055134)
(667.9317748131476,583.2120163036128,596.0354983485543)
(614.6960578767962,544.6314968783201,666.4307679545566)
(626.7375660458022,449.83057943188487,615.5399846959293)
(662.1622104417038,629.8387901793024,588.685783371709)
(644.0560243752045,516.6179811466858,555.6848847759703)
(559.5691467810237,651.4469560997969,440.3264164336202)
(528.5349512547541,537.2606681727706,496.7241825700793)
(601.1221426752725,537.3658589028352,477.5318504345687)
(591.0605141625441,525.3746639340866,668.3354166141778)
(681.4355922444599,485.80281708986456,664.7007785279523)
(676.8976419722611,673.5558813403416,501.42735645149247)
(639.7702203128514,637.31067926324,500.3486454751033)
(663.2352050208215,602.5843367517168,508.68081543021265)
(585.553510463852,409.19178922311346,619.7842883834207)
(468.7460993675485,510.41132883469356,532.0771824244254)
(413.1283177152478,438.3185540000395,574.0833788559049)
(428.03275582535525,507.26700013153834,497.6761605910942)
(694.2354419794649,551.6650167310868,645.3406738941721)
(637.2240986243593,433.2238250992586,620.0987951049516)
(600.7252535668902,528.4293666665073,678.6999368186957)
(503.7597812937672,633.4603699849611,523.3735355107524)
(497.736568335081,583.2103355703296,601.5083446152827)
(581.26571226088,515.7709952542709,468.06251506840096)
(615.0127306447876,531.9109123385448,625.7590078830181)
(636.8489743855182,678.1520690043847,444.43870817471714)
(693.9386218216014,598.7449090047953,660.0175092729359)
(429.56277762825823,538.5134419572498,535.2031581587988)
(424.18212271591915,450.26416181011484,685.383056537551)
(483.889934429782,551.2753297999514,542.0691451768826)
(558.771450793975,439.789876476876,488.92758136076117)
(551.0275740866168,526.2342336478507,449.98698680943545)
(616.9083878050022,600.0878462161866,661.0617803320704)
(531.4218860664266,599.1452264989562,564.812257307982)
(671.5375983075254,626.8760386639959,581.5810875965146)
(616.2794304235811,637.8599470934942,532.5399756156917)
(406.5054880479926,623.580239237167,558.7896122901757)
(586.7854041764365,501.0765083044276,455.5295448033793)
(649.2478936773043,486.1798093215885,641.2408582637113)
(630.0878852006517,603.1561374152795,640.3575711436907)
(696.1544047732505,554.5158685908502,595.7819536384836)
(601.0928838638835,622.5074051518209,615.468381971276)
(683.7370165762313,529.8076377753612,686.8665309009061)
(603.0766161740294,441.55741704081913,455.791139114526)
(592.2603686240162,653.56303991959,596.4901957993909)
(665.6089916415315,514.7551055864042,600.0876390905607)
(679.7079352714065,638.5347415853109,558.6944381025476)
(568.333456264771,499.67853902000616,593.3505866218975)
(691.6101438952111,644.8051772191541,401.82813489789515)
(644.5325697088462,654.5496029396196,648.9366102889728)
(656.952748526646,589.6605201939574,700.7115117299809)
(414.88128349505945,441.05764551666897,471.8749491101154)
(565.8333156408304,448.29485933954203,460.4335763993795)
(622.3402870960983,566.7314064318922,561.5089386297713)
(471.8148239107165,489.96815575048737,477.7597762819124)
(642.2429266665905,403.4066883129712,617.1044139459465)
(453.72310141663013,501.40388240698684,696.4185297212434)
(550.4901969768418,641.9570579243625,660.5838745892333)
(513.4933538172002,630.5698261809432,549.871690909632)
(404.5802385859022,463.0861295484162,590.1374668495305)
(657.2429195438447,528.6361024576081,571.4103670754465)
(507.3895913506479,562.9326751272603,503.12691737399837)
(683.0461093541643,534.6817162604739,534.5201047688186)
(684.1034010286079,592.6824058130235,480.67557626558386)
(633.534092814398,553.441829890531,434.75348778080104)
(700.1069678544854,574.5917823201721,532.350113935568)
(825.9201091120364,1038.1044579532745,831.7680706392541)
(953.6309770747441,892.4464035305172,1050.8458364487474)
(873.9480811904226,891.4134221714637,806.5271872076111)
(962.3517133886537,901.7474358050038,982.0294272763954)
(804.5320626916335,970.3847661044133,956.8243517843889)
(1014.3347462002423,964.9498192534008,929.7480795298642)
(1063.0533847234142,807.0512068579955,904.540407943542)
(945.7578486241204,982.0820320532828,1090.6423556224622)
(878.8316365128397,1009.3029987380173,987.249730765718)
(896.8251113184733,846.6337336508427,866.6985664325261)
(1078.7128417917397,883.0672191344828,828.6875581571767)
(800.4896151185441,918.8897575752574,813.3235666710341)
(1081.9105661687354,1006.4691358267759,1011.0171549756116)
(1036.8240523925192,1078.9597928251314,817.4358391053339)
(886.6912525375293,983.9414252405588,823.9920759800445)
(1018.6369438098777,972.7572307001745,1060.0396794979204)
(997.5692125743368,883.4160077006737,1039.8056639150395)
(975.7318637379345,876.629298376066,878.3175549002846)
(863.8361772654442,1083.1606948691056,1006.3254819007784)
(907.7876644200549,1003.3570661312099,1017.7563148717843)
(808.3194270589871,1050.6539044750234,1098.303368092873)
(936.4224313279065,1098.8091417285189,1064.7680020532343)
(1038.6767443958825,950.2555398041153,803.1695448404373)
(1050.551143826546,843.7371369250038,995.7113893626055)
(874.588970495051,876.6945259299916,945.9091616485364)
(1088.5988108349775,833.4959324695573,1050.936701910276)
(804.3055136022226,894.4029427723135,996.8878872706863)
(993.6643933395989,848.9151616216276,836.2182779832782)
(1011.8973713455135,1038.06507605814,879.0557718025668)
(1003.0066034845896,939.0606943684481,1001.6970428580656)
(853.6480431705578,888.9855314587168,1035.790655154464)
(816.636932333435,861.2335522813556,817.7006540230697)
(903.4969176550024,813.8146028715489,860.4284964727929)
(801.7373821116141,926.6465759300424,931.7519313694565)
(981.6824294294646,815.0883429546427,821.8120308059731)
(932.6845921318741,982.7939263540222,919.9079234359713)
(826.4147184364783,1037.9649657706,980.6245882541466)
(860.7575706520535,858.4403732965429,861.7194980654209)
(993.8481914685043,898.4738949699065,999.8753171602978)
(1049.965204734738,982.3734818438446,976.4761373571088)
(991.9930192165656,1036.7777523991983,908.2873765391007)
(951.670318721191,858.9064402883557,852.6475759099676)
(900.7791924865188,1015.1046087099764,935.9938685764686)
(1083.8605261137502,970.5274581872884,915.1835697473922)
(1016.9048155090093,1045.5961272396503,897.4573059520638)
(984.5587698116401,832.8572383767959,828.4491077328175)
(899.6095869620171,1006.7787560854783,1018.8485552863117)
(951.248914507212,975.1021006002062,827.4037566243725)
(822.2203170552854,925.3770963362945,1025.8088259140786)
(1022.5685758882701,818.7400583194154,1027.2637788427587)
(873.4347643915929,945.911846990411,970.9936048432203)
(956.3822607687675,805.1220929937261,801.3805785429624)
(907.41741884368,945.8547473653402,908.5874930438299)
(924.6659933458259,1020.7428000778159,1044.7322717613051)
(808.0611050083395,951.9299729602269,884.9725285380586)
(932.1184234655445,859.974229505303,901.041086137638)
(988.2652607302541,1071.5691561961603,809.4260636900029)
(805.7548358025032,862.2642722166254,1085.6199675873916)
(1006.9487791294252,1079.1449918965577,1021.4744361600099)
(984.8667273271759,827.9859645869058,868.1210130958498)
(820.2649863704469,1009.7582076963183,1064.8011526697605)
(978.0514200095173,1094.9554768469466,951.1457033854412)
(903.2411325283206,860.3534401643492,957.2285391277859)
(944.6793883446065,971.8929051180395,983.4066105639992)
(903.8053296494622,1078.340985917594,889.6940056624318)
(1077.3011935150598,1011.9182791907094,858.7590728521735)
(932.9821543086564,1020.7418950657103,991.620595861528)
(814.4656196632137,1022.3037112658992,1012.8931095011263)
(840.3831248537244,951.9218084321922,908.0392424200222)
(876.0741650114727,805.7464753152758,910.9659524138139)
(1072.0503813178138,1020.9910927679344,987.0201415806242)
(1079.3179723465944,1015.1036233782457,1045.6262978762566)
(886.1499818543607,981.912617577999,801.7849012927869)
(813.9981264772758,861.9117783270577,893.1274156488005)
(1079.9829370508928,964.74948803386,817.5308005198749)
(815.4217121246843,895.7899257919689,1017.9279974257988)
(940.6761178128786,1070.5094010905932,951.8448823904191)
(872.3796375735271,903.5330412954081,1026.950866635557)
(902.7278836208615,833.8938130888282,1030.318461187643)
(953.9683822291119,871.0028392019008,1000.6097343483831)
(848.171127438167,826.3646182633016,1040.9018350868382)
(884.2222900664576,866.8224071849608,948.6551404945106)
(949.4458663930336,884.2103251228599,844.8332190133611)
(979.9136868939029,944.0048570301211,831.6508618088744)
(957.4687977894398,939.3728025853804,1006.9139703154048)
(1058.1800268533643,916.475254917658,859.5226527719132)
(841.7838699414946,1000.3146591044415,1054.1208093710363)
(814.3073289590959,876.5693450616257,1058.6582131234836)
(1047.869110441779,821.0305798213802,812.2935176443884)
(1048.4803730828723,942.9634514219407,829.7518993513269)
(1068.5644536584566,961.7818254958539,813.0180052384103)
(1061.2790941344451,1041.6660923864767,858.2340385186496)
(1087.435700270443,829.3448376722389,1046.057636322139)
(827.3183683101211,888.1024995191402,821.1925089554267)
(985.5730597528055,1056.5797404591522,1037.3436711922648)
(1018.5905179119994,871.4770810766952,917.1571241514861)
(1089.5703501467083,974.2444316257846,819.8041515767244)
(958.6563649397549,816.3929957429336,1050.6828552784937)
(919.0839348490252,817.9906238503887,1090.2335128659097)
(1074.9554819423997,816.639704604995,829.0292779512538)
